title,info
"
楽園追放 -Expelled from Paradise-
","ナノハザードにより廃墟と化した地球。人類の98%は地上と自らの肉体を捨て、データとなって電脳世界「ディーヴァ」で暮らすようになっていた。
西暦2400年現在、その「ディーヴァ」が異変に晒され..."
"
ガールフレンド（仮）
",サイバーエージェントのネットサービス・Ameba上で運営されているスマートフォン向けソーシャルゲームのアニメ化。
"
ガンダム Gのレコンギスタ
",宇宙移民と宇宙戦争の歴史であった「宇宙世紀」の終焉後に迎えた、次の世紀「リギルド・センチュリー(R.C.)」。 苦難の時代を乗り越えて、新たな時代を迎えた人類の営みと繁栄は、平和と共にこのま...
"
ワールドトリガー
",28万人が住む三門市に、ある日突然異世界への「門（ゲート）」が開いた。門からは「近界民（ネイバー）」と呼ばれる怪物が現れ、地球上の兵器が効かない怪物達に誰もが恐怖したが、謎の一団が近界民を撃...
"
なりヒロwww
",それまで平凡な日常を送っていた梵三姉妹は、ある日拾った猫がその晩夢に出て自分を守るためにヒロインになれと言い、実際に変身ヒロインをやることになってしまった。そして3姉妹を襲うブラックinc....
"
山賊の娘ローニャ
",山賊の娘ローニャと少年ビルクは、ライバル関係にある首領たちの子供であった。落雷によって2つに割れた古城で出会い、しだいに仲を深めていった2人は、山賊間の対立を止めようとする。
"
オレん家のフロ事情
",家で気ままな一人暮らしを送る男子高校生・龍己は、ある日川で行き倒れていた美青年・若狭を助けるが、実は彼は人魚だった。しかも、家の風呂を気に入り、そのまま住み着いてしまう。
"
怪盗ジョーカー
",主人公である怪盗ジョーカーが助手のハチと共に、警察や強盗団からの妨害を切り抜けながら宝を盗む1話完結型の物語。
"
牙狼-GARO- -炎の刻印-
",中世ヨーロッパを彷彿とさせる荒涼たる“剣と魔導の世界”で、魔戒騎士と其の仲間達が数奇な運命に翻弄されつつ、やがて真なる敵を知り挑んでいく。
"
Bonjour♪恋味パティスリー
",名門製菓学校に入学した主人公は、イケメン講師や同級生とともに菓子作りに挑む。その中で恋愛に似た感情を得るようになるが、この学校は「講師との恋愛は禁止」というルールがあった。
