title,info
"
クラシカロイド
",「楽聖」と称されたクラシック音楽の偉人をモチーフにしたナゾの存在・「クラシカロイド」が現代で巻き起こす様々な騒動と、彼らが奏でる音楽を超えた音楽・「ムジーク」を巡る謎を描く。
"
ブレイブウィッチーズ
",1944年9月、第501統合戦闘航空団の活躍により、ガリア共和国上空のネウロイの巣は消滅した。これを機に、連合軍は本格的に欧州中央から東部への反攻作戦を計画。オラーシャ帝国ペテルブルグに基地...
"
灼熱の卓球娘
",全国大会9連覇の強豪校が無名の学校に敗れるなど波乱が巻き起こる女子中学卓球界。そんな中市立雀が原中学校の卓球部に転校生の旋風こよりが入部する。人見知りの激しいこよりだが、卓球の試合では部内の...
"
ナンバカ
",とある孤島に所在する、日本最大にして最高のセキュリティを持つ刑務所「南波刑務所」。ここの最も奥に存在する13舎13房の雑居房に捕らわれている4人の囚人と、彼らを監視する看守は今日もハイテンシ...
"
ハイキュー!!-烏野高校 VS 白鳥沢学園高校-(第3期)
","春の高校バレー宮城県大会・決勝戦。烏野高校排球部の前に立ちはだかるのは、絶対王者と呼ばれる白鳥沢学園高校。
最強のスパイカー・牛島を前に、果たして勝機はあるのか!?
全国大会出場へ向けた激闘..."
"
ポケットモンスター サン&ムーン
",マサラタウンの商店街の福引きでサトシ宅のバリヤードがアローラ地方の観光旅行チケットを当てたため、サトシ達はアローラ地方へ観光旅行へやってきた。その際、過去のシリーズと同様、前作までのピカチュ...
"
WWW.WORKING!!
",東坂高校に通う真面目な高校1年生・東田大輔は、笑いが絶えなさ過ぎて逆に疲れる家庭を不満に思いながらも平和な毎日を送っていた。しかしある日、父親の会社が倒産してしまい、小遣いと携帯代と定期代を...
"
ろんぐらいだぁす!
",主人公・倉田亜美は特にこれといった取り柄も無い大学1年生。ある日街中で見かけた折り畳み自転車に一目惚れしてしまい、貯金を全額おろして折り畳み自転車を購入してしまう。幼馴染みの新垣葵とサイクリ...
"
学園ハンサム
",校門を抜けるとハンサムだった。 県内トップクラスの実力を誇る男子校、私立薔薇門高校に転入した主人公は数奇な出会いを経験する。 七年振りに再開する幼馴染を筆頭に個性的な面々と過ごす日常。そんな...
"
ステラのまほう
","高校一年生になった本田 珠輝（ほんだ たまき）は、自分に合った部活動を探す中、同人ゲームを作る部活「SNS部」に入部する。
「自分にしか作れない遊び（ゲーム）を作りたい」 - 珠輝は、そんな..."
"
うどんの国の金色毛鞠
",俵宗太は香川県出身で30歳独身。実家の俵製麺所は旅行のガイドブックにも掲載されるほどのうどん屋だったが、店を継ぐのが嫌で上京。その間に親が亡くなって製麺所は廃業、現在はウェブデザイナーをして...
"
モンスターストライク(モンスト)THE MOVIE
","「モンスト」の開発に協力する小学生、 焔レンと3人のチームメイトは
ある日研究所の地下で、現実世界にいるはずのないドラゴンを目撃する。
大人たちの陰謀から逃れ、ドラゴンを元の世界へかえす旅に..."
"
信長の忍び
",日本の戦国時代を舞台に、少女忍者千鳥とその主織田信長が愉快な仲間達と共に天下統一を目指す。
"
装神少女まとい
",平凡で普通の生活を求めていた少女に与えられたのは、神を纏って悪霊を払う能力。穏やかな日々を取り戻すため、退魔活動(魔法少女)始めます。
"
月曜日のたわわ
",月曜朝の憂鬱に、動いて喋る「たわわ」を提供。
"
SHOW BY ROCK!!#(第2期)
",現実世界に戻ったシアンこと聖川詩杏のもとに得体の知れない何者かが迫る。
"
夏目友人帳 伍
",幼い頃から妖怪が見える少年夏目貴志。自称用心棒となったニャンコ先生と共に、妖怪に名を返す日々を描く。
"
タイガーマスクW
",タイガーマスクとなった二人の若きプロレスラーの戦いと友情の行方を描く。
"
デジモンユニバース アプリモンスターズ
",主人公の少年・新海ハルは、検索アプリのモンスター・ガッチモンと出会う。
"
競女!!!!!!!!
",貧乏な高校3年生の神無のぞみは、お尻や胸を使って女子選手達が水上ステージでの落とし合いで競う公営ギャンブル競技「競女」の世界を知り、一攫千金を狙い競女の選手となることを決意する。
"
マジきゅんっ!ルネッサンス
",魔法が芸術と化した世界では「アルティスタ」と呼ばれる魔法芸術のエンターテイナーが数多く活躍していた。そんなアルティスタを養成する「私立星ノ森魔法芸術高校」（略称：星芸）に愛ヶ咲小花という女子...
"
Lostorage incited WIXOSS
",代償は──記憶。新たなselectorバトルの幕が上がる。
"
うたの☆プリンスさまっ♪マジLOVEレジェンドスター
",新たなアイドルグループを迎えたうた☆プリワールドが、伝説となるべく再びステージへと戻ってくる。
"
バーナード嬢曰く。
",学校の図書室を舞台に、登場人物たちが名言や名著について会話するショートギャグ作品。
"
ALL OUT!! (オールアウト)
",背の低さにコンプレックスを持ち、喧嘩っ早い性格の祇園健次は、県立神奈川高校（ジンコー）の入学式当日、自分とは対照的に高身長でおとなしい性格の石清水澄明に出会い、同行して見学する形で「ラグビー...
"
ドリフェス!
",女性向けアイドルもの。
"
モンスターハンター ストーリーズ RIDE ON
",モンスターと絆を結び共に生きる「ライダー」の大冒険を描く。
"
クビキリサイクル
",「ぼく」は19歳、大学生。あるとき、友人である玖渚友の付き添いとして、日本海に浮かぶ孤島、「鴉の濡れ羽島」にやってきた。そこで出会う天才達。そして起こる密室殺人事件。事態を収拾しようと1つ提...
"
TO BE HERO(トゥビーヒーロー)
",便座のデザイナーをしているおっさんはある日、トイレで用を足していると突然便座に吸い込まれてしまう。結果おっさんは「地球を守るヒーロー」となったが、それと引き換えに端麗だったおっさんの容姿はメ...
"
はがねオーケストラ
",「はがね」と呼ばれる装甲戦闘車両を駆使し、カスタマイズ&バトルを展開していく。
"
にゃんぼー!
",宇宙からやってきた「にゃんぼー」たちの毎日を描く。
"
アイドルメモリーズ
",バーチャル空間でのアイドル活動が活発化する近未来を舞台としている。前半はアニメ本編を、後半は声優陣が顔出し出演。
"
ナゾトキネ
",解音が打ち合わせの準備をしていると突然周囲が変化して出られなくなってしまう。外に出るために変な生き物の指示通りに謎を解くことになる。
"
怪獣娘(かいじゅうがーるず) ～ウルトラ怪獣擬人化計画～
","どこにでもいる普通の女子高生・宮下アキ、牛丸ミク、白銀レイカの3人。
彼女たちは不思議な招待状に呼び出されて「GIRLS」という組織を訪れる。
そこで待ち受けていたのはピグモンと名乗る女の子..."
"
戦国鳥獣戯画
",鳥獣戯画を基にし、戦国武将を動物化させたプロジェクト。
"
彼岸島X
",キャッチコピーは「吸血鬼サバイバルホラー」
"
あにトレ!XX -ひとつ屋根の下で-(第2期)
",5人のアイドル候補生とともに視聴者がフィジカルトレーニング（エクササイズ）を楽しめるような構成。第2期ではキャラクターが全員集まって集合生活を送る。
"
TRICKSTER-江戸川乱歩「少年探偵団」より-
",江戸川乱歩の推理小説『少年探偵団』を下敷きにし、時代設定を2030年の近未来に置き換えた作品。
"
奇異太郎少年の妖怪絵日記
",自称「霊感美少年」の奇異太郎が、とある事情で実家の離れに追放されたことから妖怪達と知り合い、騒々しくものんびりとした日々を送っていく。
"
おくさまが生徒会長!+! (第2期)
",新設校・星風高等学校の最初の生徒会長に当選したのは、優等生の美少女・若菜羽衣だった。副会長の和泉隼斗は自由すぎる羽衣の言動を苦々しく思っていたが、ある日彼女は隼斗の家へ現れ、彼の嫁になると言...
"
Bloodivores(ブラッディヴォーレス)
",かつて世界的に蔓延し殺人など凶悪犯罪の温床となっていた「不眠症」の治療法として新薬が開発され、その流行が収まる代わりに新薬の副作用によって「嗜血種（しけつしゅ）」と呼ばれる吸血人種が作り出さ...
"
3ねんDぐみガラスの仮面
",『ガラスの仮面』のキャラクターを3Dのミニキャラにした作品。現代風刺を盛り込んだ学園ドラマとなる。冷え切った現代人の心を熱くするため、現代にタイムスリップしてきたキャラクターたちが芝居を繰り...
"
侍霊演武(ソウルバスター)
",三国志において「兵家必争の地」として知られる中国・荊州市。ここに住む高校生・孫宸はある日不思議な夢を見るが、そこで彼は封印されていた三国志の歴史の封印を解いてしまう。直後、武将・魏延が彼を襲...
"
ルガーコード1951
",壮大な人狼戦記ファンタジー。
"
CHEATING CRAFT(チーティングクラフト)
",その世界は学歴社会がエスカレートしていった結果、試験はカンニングも含めてバトルと化し、試験会場は戦場そのものとなっていた。そんな中、臨仙学園に諸葛睦明とその従妹の黄巧衣が入学する。
"
チーズスイートホーム こねこのチー
",やんちゃで好奇心旺盛な子猫のチーの日常をフル3DCGで描く。
"
あおおに～じ・あにめぇしょん～
",たけしの提案による肝試しで、青鬼の館に踏み入ってしまった仲間たちは、青鬼という怪生物から逃れながら館からの脱出を試みる。
