title,info
"
ゴブリンスレイヤー
","辺境のギルドには、ゴブリン討伐だけで
銀等級（序列三位）にまで
上り詰めた稀有な存在がいるという……。
冒険者になって、はじめて組んだ
パーティがピンチとなった女神官。
それを助けた者こそ、..."
"
うちのメイドがウザすぎる!
",ロシアの血を引く小学2年生・高梨ミーシャのもとへ、元自衛官にして筋金入りの幼女好きである鴨居つばめが新人家政婦としてやってきた。元自衛官のポテンシャルを存分に生かしてミーシャに接近しようとす...
"
ガイコツ書店員 本田さん
","本田さんは戦う!! 業務と!! 絶版と!! マンガを愛する人々と!! 
コミック売り場がこんなに笑える職場だなんて聞いてない!? とある書店のコミック売り場から、マンガ愛をふんだんにこめた日..."
"
ムタフカズ-MUTAFUKAZ-
",ここはＤＭＣ(ダーク・ミート・シティ)、犯罪者と貧乏人の吹き溜まり。この街に生まれ育ったアンジェリーノ・通称リノは、ガイコツ頭の親友ヴィンスとボロアパートの一室に同居中。バカで臆病な友達のウ...
"
DOUBLE DECKER! ダグ＆キリル
","経験豊富な捜査員ダグ・ビリンガム、
そして彼の元へとやってきた実力未知数の捜査員キリル・ヴルーベリ。
飄々とした掴みどころのないベテラン刑事と、
やる気だけが空回りする新米刑事。
型破りな二..."
"
俺が好きなのは妹だけど妹じゃない
",主人公・永見祐はこれといって取り柄のない普通の男子高校生。ライトノベル作家を目指し新人賞に作品を送っていたが、万年一次落ちだった。しかし妹・涼花が気まぐれで送った作品（兄とのラブラブ妄想を書...
"
RELEASE THE SPYCE
",ある日、空崎市に住む女子高生の源モモは、どこの国にも所属せずに平和のために戦う正義のスパイ組織、私設情報機関「ツキカゲ」にスカウトされる。モモは高校の先輩でもある半蔵門雪の弟子となり、彼女の...
"
ソラとウミのアイダ
",世界中の海から魚が消えたので宇宙空間に生簀が建設され、広島県尾道に『尾道宇宙漁業団』が設立され、そこで宇宙漁師を目指す少女たちの物語。
"
イナズマイレブン オリオンの刻印
",チーム『イナズマジャパン』を結成して、世界に点在しているサッカーチームに対して挑む
"
となりの吸血鬼さん
",天野灯はひょんなことからソフィー・トワイライトという吸血鬼の女の子に助けられれ、一目でソフィーを気に入って同居を決行する。現代吸血鬼さんとの同居コメディ。
"
メルクストーリア -無気力少年と瓶の中の少女-
",無気力少年と瓶詰め少女のモンスターを癒す不思議な旅。
"
アニマエール!
",中学3年の鳩谷こはねは卒業を目前にした3月、河川敷でチアの一団が野球の応援をする光景を目にし、彼女の中にあった世界は一変する。それから2週間が過ぎ、4月になると高校に入学したこはねは早速チア...
"
でびどる!
",
"
ひもてはうす
","東京・中野にある一軒家で共同生活を送っているのは家主の紐手家三姉妹
ときよ、きなみ、こころと、こころの同級生・たえとみなも、そして、飼い猫のえにし。
通称「ひもてはうす」を舞台に、個性豊かな..."
"
イングレス
","2013年、スイスの原子核研究機構『CERN』──。
ヒッグス粒子発見の影で、ある秘密プロジェクトが発足した。
そのプロジェクトの名前は『ナイアンティック計画』。
その目的は人間の精神に干渉..."
"
あかねさす少女
","2018年10月、地方都市に住む女子高生・土宮 明日架率いる「鉱石ラヂオ研究会」は、「ご神木にラジオのチューナーを合わせると並行世界へ移動できる」という儀式を検証した。

都市伝説じみていた..."
"
学園BASARA
", Let's Study!! BASARA学園 乱世に突入!!
"
劇場版フリクリ プログレ
","なんてことない日常を過ごすヘッドフォンの少女ヒドミ。
彼女が轢かれた夜、クラスメイトの少年・井出の額から巨大ロボットが出現した！
ハル子から分裂したラハルとジンユと出会い、
〝特別なことなん..."
"
逆転裁判 ～その「真実」、異議あり！～ Season2
",
"
ベルゼブブ嬢のお気に召すまま。
",天界より堕ちた元天使である悪魔が暮らす魔界。その行政機関である万魔殿（パンデモニウム）では、大悪魔ベルゼブブを頂点とし、多くの悪魔たちが来るべき最後の審判に備えて人間に試練を与えるべく働いて...
"
とある魔術の禁書目録III
",科学と魔術が三度交わるとき、物語は大きく動き出す。
"
ラディアン
",カッコいい大魔法使いになることを目指す少年・セト。空からやってくる怪物・ネメシスを倒すため、毎日魔法の特訓に励むが、うまくいかずトラブル続き。住人たちに迷惑をかけ、育ての親・アルマからも叱ら...
"
RErideD -刻越えのデリダ-
","2050年。父の興したメーカー・リビルド社で、
「自律機械DZ(ディジィ)」への開発貢献により、
若くして名声を得た技術開発者デリダ・イヴェン。
デリダは、あるとき同僚のネイサンと共に「DZ..."
"
スモールフット
",巨大で臆病な“モジャかわ”ミーゴ、出逢ったのは、伝説のスモールフット!?
"
CONCEPTION
",幼馴染の粉月マヒルと一緒に見知らぬ異世界へとやってきた高校生・弓削イツキ。そこは『ケガレ』によって危機に瀕していた魔法世界『グランバニア』だった。この世界を救う『マレビト』として召喚されたイ...
"
FAIRY TAIL ファイナルシリーズ
","目指せ、魔導士ギルド「妖精の尻尾」復活!! 
ナツたちの、熱くて楽しい仲間探しの旅は始まったばかり。

しかし、新たな“闇”は動き始め、“運命の時”を引き寄せる──!!!"
"
BAKUMATSU
",本当に守りたいものは、刻(とき)を超えても変わらない――。熱き志を持った男たちによる全力の“イキザマ”を描く物語が今、幕を開ける!
"
軒轅剣・蒼き曜
","古代の動力で動く帝国の戦闘装置『機関獣』に、伝説の神器の一つ“軒轅剣”を手に反抗軍の少女が立ち向かう。
その頃、少女の幼馴染みの少年は帝国の奴隷となっていた。自分たちの村が襲われたにもかかわ..."
"
人外さんの嫁
",ごくごく普通の男子高校生・日ノ輪 泊は、ある日担任の先生に呼び出され、不思議な生き物「カネノギさん」の結婚相手に決まったと告げられる。 戸惑いながらも婚姻届を出した二人だが、新婚生活は案外し...
"
走り続けてよかったって。
",代々木アニメーション学院がモデルの声優スクールでの声優を題材とした青春アニメ
"
おこしやす、ちとせちゃん
",コウテイペンギンの雛鳥である「ちとせちゃん」が京都の町並みを散策し、人間たちと交流する
"
ユリシーズ ジャンヌ・ダルクと錬金の騎士
","史実に基づいたジャンヌ・ダルクのもう一つの物語が今始まる…

貴族の息子でありながら魔術や錬金術の研究に没頭する少年 モンモランシは、
パリの王立騎士養成学校でブルターニュ公の妹 リッシュモ..."
"
おとなの防具屋さん
","青年・カウツは大量のスライムに追われているところを、謎の美少女・リリエッタに助けられる。
リリエッタの落とし物を届けようと町の中を探すカウツは、運よく彼女の働く防具屋を見つけるが…。
そこで..."
"
閃乱カグラ SHINOVI MASTER -東京妖魔篇-
",クリスマスムード一色の東京・原宿にやってきた雪泉と飛鳥。プレゼント用のネコ耳を探しながら、両手いっぱいに紙袋を抱え休日の買い物を楽しんでいた。一方、焔たち焔紅蓮隊メンバーは七面鳥を食べるため...
"
その時、カノジョは
",福岡の実際の街並みを舞台にした、ショートアニメーション。
"
爆釣バーハンター
",釣り好きの少年・立津手トッタが、ポテトチップスのバーコードから現れたバーソウル・ポテペンと共に、 バーコードをスキャンしてバーソウルを釣り上げることができる特殊なアイテム・バーロッドで爆釣ば...
"
狐狸之声
",アイドルのコンチュエと、そのゴーストシンガーのフーリは、2人で芸能界の頂点を目指す。
"
終電後、カプセルホテルで、上司に微熱伝わる夜。
",飲み会で終電を逃した相澤みのりは、犬猿の仲である上司の羽田野秋彦と一緒にカプセルホテルに泊まることになる。
"
アイドルマスター SideM 理由あってMini!
","Miniサイズになったアイドルたちが315プロダクションを舞台にお送りする、
ハートフル・パッショナブルストーリー"
"
愛玩怪獣
",東京に突如出現した怪獣、ゼロゼロイチ・愛玩剣（アイガンケン）は目につく物を手当たり次第に破壊をはじめた。人類は為す術もなくただ逃げ惑うしかない。彼らの正体は一体何なのか?
